"","T4.1","T4.10","T4.16","T4.17","T4.6","T4.8","T5.1","T5.10","T5.16","T5.17","T5.6","T5.8","T7.1","T7.10","T7.16","T7.17","T7.6","T7.8","gene","Uniprot","eval","Prot.ID","Rev","Prot.Name.Long","Prot.Name.Short","Taxa","Num","GO1","GO2","GO3","GO4","GO.IDs","KEGG","KEGG.Path"
"66",9,61,74,7,0,64,18,95,84,26,27,73,9,72,71,9,8,63,"g89","P53349",8.49e-21,"M3K1_MOUSE","reviewed","Mitogen-activated protein kinase kinase kinase 1 (EC 2.7.11.25) (MAPK/ERK kinase kinase 1) (MEK kinase 1) (MEKK 1)","Map3k1 Mekk Mekk1","Mus musculus (Mouse)",1493,"activation of JUN kinase activity [GO:0007257]; activation of protein kinase activity [GO:0032147]; apoptotic mitochondrial changes [GO:0008637]; camera-type eye development [GO:0043010]; epithelial cell morphogenesis [GO:0003382]; eyelid development in camera-type eye [GO:0061029]; JNK cascade [GO:0007254]; morphogenesis of an epithelial sheet [GO:0002011]; positive regulation of actin filament polymerization [GO:0030838]; regulation of cell migration [GO:0030334]; regulation of mitotic cell cycle [GO:0007346]; signal transduction by protein phosphorylation [GO:0023014]; stress-activated protein kinase signaling cascade [GO:0031098]; transforming growth factor beta receptor signaling pathway [GO:0007179]; wound healing [GO:0042060]","cell junction [GO:0030054]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; filamentous actin [GO:0031941]; membrane [GO:0016020]","cell junction [GO:0030054]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; filamentous actin [GO:0031941]; membrane [GO:0016020]; ATP binding [GO:0005524]; cytoskeletal protein binding [GO:0008092]; JUN kinase binding [GO:0008432]; JUN kinase kinase kinase activity [GO:0004706]; MAP kinase kinase kinase activity [GO:0004709]; mitogen-activated protein kinase binding [GO:0051019]; mitogen-activated protein kinase kinase binding [GO:0031434]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; protein serine/threonine kinase activity [GO:0004674]; protein-containing complex binding [GO:0044877]; sphingolipid binding [GO:0046625]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; activation of JUN kinase activity [GO:0007257]; activation of protein kinase activity [GO:0032147]; apoptotic mitochondrial changes [GO:0008637]; camera-type eye development [GO:0043010]; epithelial cell morphogenesis [GO:0003382]; eyelid development in camera-type eye [GO:0061029]; JNK cascade [GO:0007254]; morphogenesis of an epithelial sheet [GO:0002011]; positive regulation of actin filament polymerization [GO:0030838]; regulation of cell migration [GO:0030334]; regulation of mitotic cell cycle [GO:0007346]; signal transduction by protein phosphorylation [GO:0023014]; stress-activated protein kinase signaling cascade [GO:0031098]; transforming growth factor beta receptor signaling pathway [GO:0007179]; wound healing [GO:0042060]","ATP binding [GO:0005524]; cytoskeletal protein binding [GO:0008092]; JUN kinase binding [GO:0008432]; JUN kinase kinase kinase activity [GO:0004706]; MAP kinase kinase kinase activity [GO:0004709]; mitogen-activated protein kinase binding [GO:0051019]; mitogen-activated protein kinase kinase binding [GO:0031434]; protein-containing complex binding [GO:0044877]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; protein serine/threonine kinase activity [GO:0004674]; sphingolipid binding [GO:0046625]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]","GO:0002011; GO:0003382; GO:0004672; GO:0004674; GO:0004706; GO:0004709; GO:0004842; GO:0005524; GO:0005737; GO:0005829; GO:0007179; GO:0007254; GO:0007257; GO:0007346; GO:0008092; GO:0008270; GO:0008432; GO:0008637; GO:0016020; GO:0019901; GO:0023014; GO:0030054; GO:0030334; GO:0030838; GO:0031098; GO:0031434; GO:0031941; GO:0032147; GO:0042060; GO:0043010; GO:0044877; GO:0046625; GO:0051019; GO:0061029","",""
"67",12,47,162,20,11,63,21,66,156,5,16,73,9,22,96,2,6,87,"g1148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",122,173,131,243,99,32,232,264,290,1237,250,294,1532,1200,1472,645,614,971,"g2645","P47863",1.03e-62,"AQP4_RAT","reviewed","Aquaporin-4 (AQP-4) (Mercurial-insensitive water channel) (MIWC) (WCH4)","Aqp4","Rattus norvegicus (Rat)",323,"carbon dioxide transport [GO:0015670]; cell-cell adhesion [GO:0098609]; cellular response to estradiol stimulus [GO:0071392]; cellular response to glucose stimulus [GO:0071333]; cellular response to interferon-gamma [GO:0071346]; cellular response to interleukin-1 [GO:0071347]; cellular response to interleukin-6 [GO:0071354]; cellular water homeostasis [GO:0009992]; cerebrospinal fluid circulation [GO:0090660]; female pregnancy [GO:0007565]; hyperosmotic salinity response [GO:0042538]; multicellular organismal water homeostasis [GO:0050891]; negative regulation of cell adhesion molecule production [GO:0060354]; negative regulation of interleukin-1 beta production [GO:0032691]; negative regulation of interleukin-6 production [GO:0032715]; protein homotetramerization [GO:0051289]; regulation of vascular endothelial growth factor production [GO:0010574]; renal water absorption [GO:0070295]; response to glucocorticoid [GO:0051384]; response to radiation [GO:0009314]; sensory perception of sound [GO:0007605]; water homeostasis [GO:0030104]; water transport [GO:0006833]","astrocyte end-foot [GO:0097450]; basal plasma membrane [GO:0009925]; basolateral plasma membrane [GO:0016323]; cell [GO:0005623]; cell-cell junction [GO:0005911]; cell projection membrane [GO:0031253]; cytoplasm [GO:0005737]; endosome membrane [GO:0010008]; external side of plasma membrane [GO:0009897]; extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; sarcolemma [GO:0042383]; T-tubule [GO:0030315]","astrocyte end-foot [GO:0097450]; basal plasma membrane [GO:0009925]; basolateral plasma membrane [GO:0016323]; cell [GO:0005623]; cell projection membrane [GO:0031253]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; endosome membrane [GO:0010008]; external side of plasma membrane [GO:0009897]; extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; sarcolemma [GO:0042383]; T-tubule [GO:0030315]; identical protein binding [GO:0042802]; porin activity [GO:0015288]; water channel activity [GO:0015250]; carbon dioxide transport [GO:0015670]; cell-cell adhesion [GO:0098609]; cellular response to estradiol stimulus [GO:0071392]; cellular response to glucose stimulus [GO:0071333]; cellular response to interferon-gamma [GO:0071346]; cellular response to interleukin-1 [GO:0071347]; cellular response to interleukin-6 [GO:0071354]; cellular water homeostasis [GO:0009992]; cerebrospinal fluid circulation [GO:0090660]; female pregnancy [GO:0007565]; hyperosmotic salinity response [GO:0042538]; multicellular organismal water homeostasis [GO:0050891]; negative regulation of cell adhesion molecule production [GO:0060354]; negative regulation of interleukin-1 beta production [GO:0032691]; negative regulation of interleukin-6 production [GO:0032715]; protein homotetramerization [GO:0051289]; regulation of vascular endothelial growth factor production [GO:0010574]; renal water absorption [GO:0070295]; response to glucocorticoid [GO:0051384]; response to radiation [GO:0009314]; sensory perception of sound [GO:0007605]; water homeostasis [GO:0030104]; water transport [GO:0006833]","identical protein binding [GO:0042802]; porin activity [GO:0015288]; water channel activity [GO:0015250]","GO:0005576; GO:0005623; GO:0005737; GO:0005886; GO:0005887; GO:0005911; GO:0006833; GO:0007565; GO:0007605; GO:0009314; GO:0009897; GO:0009925; GO:0009992; GO:0010008; GO:0010574; GO:0015250; GO:0015288; GO:0015670; GO:0016020; GO:0016021; GO:0016323; GO:0030104; GO:0030315; GO:0031253; GO:0032691; GO:0032715; GO:0032991; GO:0042383; GO:0042538; GO:0042802; GO:0050891; GO:0051289; GO:0051384; GO:0060354; GO:0070295; GO:0071333; GO:0071346; GO:0071347; GO:0071354; GO:0071392; GO:0090660; GO:0097450; GO:0098609","K09866;","rno:25293;"
"69",364,453,650,416,356,344,226,737,648,267,417,529,544,592,745,304,584,566,"g3494","P48507",3.16e-66,"GSH0_HUMAN","reviewed","Glutamate--cysteine ligase regulatory subunit (GCS light chain) (Gamma-ECS regulatory subunit) (Gamma-glutamylcysteine synthetase regulatory subunit) (Glutamate--cysteine ligase modifier subunit)","GCLM GLCLR","Homo sapiens (Human)",274,"aging [GO:0007568]; apoptotic mitochondrial changes [GO:0008637]; cellular response to fibroblast growth factor stimulus [GO:0044344]; cellular response to follicle-stimulating hormone stimulus [GO:0071372]; cellular response to glucose stimulus [GO:0071333]; cellular response to hepatocyte growth factor stimulus [GO:0035729]; cellular response to leukemia inhibitory factor [GO:1990830]; cellular response to thyroxine stimulus [GO:0097069]; cysteine metabolic process [GO:0006534]; glutamate metabolic process [GO:0006536]; glutathione biosynthetic process [GO:0006750]; hepatic stellate cell activation [GO:0035733]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; negative regulation of neuron apoptotic process [GO:0043524]; positive regulation of glutamate-cysteine ligase activity [GO:0035229]; regulation of blood vessel diameter [GO:0097746]; regulation of mitochondrial depolarization [GO:0051900]; response to activity [GO:0014823]; response to drug [GO:0042493]; response to human chorionic gonadotropin [GO:0044752]; response to nitrosative stress [GO:0051409]; response to nutrient [GO:0007584]; response to oxidative stress [GO:0006979]","cell [GO:0005623]; cytosol [GO:0005829]; glutamate-cysteine ligase complex [GO:0017109]","cell [GO:0005623]; cytosol [GO:0005829]; glutamate-cysteine ligase complex [GO:0017109]; enzyme regulator activity [GO:0030234]; glutamate-cysteine ligase activity [GO:0004357]; glutamate-cysteine ligase catalytic subunit binding [GO:0035226]; protein-containing complex binding [GO:0044877]; aging [GO:0007568]; apoptotic mitochondrial changes [GO:0008637]; cellular response to fibroblast growth factor stimulus [GO:0044344]; cellular response to follicle-stimulating hormone stimulus [GO:0071372]; cellular response to glucose stimulus [GO:0071333]; cellular response to hepatocyte growth factor stimulus [GO:0035729]; cellular response to leukemia inhibitory factor [GO:1990830]; cellular response to thyroxine stimulus [GO:0097069]; cysteine metabolic process [GO:0006534]; glutamate metabolic process [GO:0006536]; glutathione biosynthetic process [GO:0006750]; hepatic stellate cell activation [GO:0035733]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; negative regulation of neuron apoptotic process [GO:0043524]; positive regulation of glutamate-cysteine ligase activity [GO:0035229]; regulation of blood vessel diameter [GO:0097746]; regulation of mitochondrial depolarization [GO:0051900]; response to activity [GO:0014823]; response to drug [GO:0042493]; response to human chorionic gonadotropin [GO:0044752]; response to nitrosative stress [GO:0051409]; response to nutrient [GO:0007584]; response to oxidative stress [GO:0006979]","enzyme regulator activity [GO:0030234]; glutamate-cysteine ligase activity [GO:0004357]; glutamate-cysteine ligase catalytic subunit binding [GO:0035226]; protein-containing complex binding [GO:0044877]","GO:0004357; GO:0005623; GO:0005829; GO:0006534; GO:0006536; GO:0006750; GO:0006979; GO:0007568; GO:0007584; GO:0008637; GO:0014823; GO:0017109; GO:0030234; GO:0035226; GO:0035229; GO:0035729; GO:0035733; GO:0042493; GO:0043524; GO:0044344; GO:0044752; GO:0044877; GO:0051409; GO:0051900; GO:0071333; GO:0071372; GO:0097069; GO:0097746; GO:1990830; GO:2001237","K11205;","hsa:2730;"
"70",288,42,41,489,238,31,292,26,29,429,392,31,294,13,17,164,460,43,"g4222","P48994",2.17e-12,"TRPL_DROME","reviewed","Transient-receptor-potential-like protein","trpl CG18345","Drosophila melanogaster (Fruit fly)",1124,"body fluid secretion [GO:0007589]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; calcium-mediated signaling [GO:0019722]; cation transport [GO:0006812]; cellular response to anoxia [GO:0071454]; detection of light stimulus involved in visual perception [GO:0050908]; ion transport [GO:0006811]; manganese ion transport [GO:0006828]; phototransduction, visible light [GO:0007603]; regulation of cytosolic calcium ion concentration [GO:0051480]; response to light stimulus [GO:0009416]; sensory perception of sound [GO:0007605]","cation channel complex [GO:0034703]; cell [GO:0005623]; dendrite [GO:0030425]; inaD signaling complex [GO:0016027]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; rhabdomere [GO:0016028]; rhabdomere microvillus membrane [GO:0035997]","cation channel complex [GO:0034703]; cell [GO:0005623]; dendrite [GO:0030425]; inaD signaling complex [GO:0016027]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; rhabdomere [GO:0016028]; rhabdomere microvillus membrane [GO:0035997]; calcium channel activity [GO:0005262]; calmodulin binding [GO:0005516]; cation channel activity [GO:0005261]; identical protein binding [GO:0042802]; inositol 1,4,5 trisphosphate binding [GO:0070679]; ion transmembrane transporter activity [GO:0015075]; light-activated ion channel activity [GO:0010461]; protein heterodimerization activity [GO:0046982]; store-operated calcium channel activity [GO:0015279]; body fluid secretion [GO:0007589]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; calcium-mediated signaling [GO:0019722]; cation transport [GO:0006812]; cellular response to anoxia [GO:0071454]; detection of light stimulus involved in visual perception [GO:0050908]; ion transport [GO:0006811]; manganese ion transport [GO:0006828]; phototransduction, visible light [GO:0007603]; regulation of cytosolic calcium ion concentration [GO:0051480]; response to light stimulus [GO:0009416]; sensory perception of sound [GO:0007605]","calcium channel activity [GO:0005262]; calmodulin binding [GO:0005516]; cation channel activity [GO:0005261]; identical protein binding [GO:0042802]; inositol 1,4,5 trisphosphate binding [GO:0070679]; ion transmembrane transporter activity [GO:0015075]; light-activated ion channel activity [GO:0010461]; protein heterodimerization activity [GO:0046982]; store-operated calcium channel activity [GO:0015279]","GO:0005261; GO:0005262; GO:0005516; GO:0005623; GO:0005886; GO:0005887; GO:0006811; GO:0006812; GO:0006816; GO:0006828; GO:0007589; GO:0007603; GO:0007605; GO:0009416; GO:0010461; GO:0015075; GO:0015279; GO:0016021; GO:0016027; GO:0016028; GO:0019722; GO:0030425; GO:0034703; GO:0035997; GO:0042802; GO:0046982; GO:0050908; GO:0051480; GO:0070588; GO:0070679; GO:0071454","K13803;","dme:Dmel_CG18345;"
"71",0,39,42,6,5,13,145,16,40,5,31,32,59,20,19,5,26,27,"g5149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",92,325,581,131,166,249,79,493,438,115,204,281,117,314,552,70,113,282,"g6857","Q1EHB4",2.12e-132,"SC5AC_HUMAN","reviewed","Sodium-coupled monocarboxylate transporter 2 (Electroneutral sodium monocarboxylate cotransporter) (Low-affinity sodium-lactate cotransporter) (Solute carrier family 5 member 12)","SLC5A12 SMCT2","Homo sapiens (Human)",618,"ion transport [GO:0006811]","apical plasma membrane [GO:0016324]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","apical plasma membrane [GO:0016324]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; lactate transmembrane transporter activity [GO:0015129]; organic acid:sodium symporter activity [GO:0005343]; ion transport [GO:0006811]","lactate transmembrane transporter activity [GO:0015129]; organic acid:sodium symporter activity [GO:0005343]","GO:0005343; GO:0005886; GO:0006811; GO:0015129; GO:0016021; GO:0016324; GO:0070062","K14388;","hsa:159963;"
"73",139,4,9,141,100,12,126,3,28,77,89,21,224,7,22,121,124,7,"g8812","Q9QY53",2.16e-80,"NPHP1_MOUSE","reviewed","Nephrocystin-1","Nphp1 Nph1","Mus musculus (Mouse)",687,"cell projection organization [GO:0030030]; cellular protein localization [GO:0034613]; photoreceptor cell outer segment organization [GO:0035845]; positive regulation of bicellular tight junction assembly [GO:1903348]; retina development in camera-type eye [GO:0060041]; spermatid differentiation [GO:0048515]","adherens junction [GO:0005912]; bicellular tight junction [GO:0005923]; cell-cell junction [GO:0005911]; ciliary base [GO:0097546]; ciliary transition zone [GO:0035869]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; motile cilium [GO:0031514]; photoreceptor connecting cilium [GO:0032391]; photoreceptor distal connecting cilium [GO:0120206]","adherens junction [GO:0005912]; bicellular tight junction [GO:0005923]; cell-cell junction [GO:0005911]; ciliary base [GO:0097546]; ciliary transition zone [GO:0035869]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; motile cilium [GO:0031514]; photoreceptor connecting cilium [GO:0032391]; photoreceptor distal connecting cilium [GO:0120206]; cell projection organization [GO:0030030]; cellular protein localization [GO:0034613]; photoreceptor cell outer segment organization [GO:0035845]; positive regulation of bicellular tight junction assembly [GO:1903348]; retina development in camera-type eye [GO:0060041]; spermatid differentiation [GO:0048515]","","GO:0005737; GO:0005856; GO:0005911; GO:0005912; GO:0005923; GO:0030030; GO:0031514; GO:0032391; GO:0034613; GO:0035845; GO:0035869; GO:0048515; GO:0060041; GO:0097546; GO:0120206; GO:1903348","K19657;","mmu:53885;"
"74",66,181,98,93,115,41,45,55,55,98,82,65,43,2,42,88,88,5,"g9653","P29174",9.31e-16,"CSDE1_CAVPO","reviewed","Cold shock domain-containing protein E1 (Protein UNR) (Fragment)","CSDE1 UNR","Cavia porcellus (Guinea pig)",114,"","cytoplasm [GO:0005737]","cytoplasm [GO:0005737]; RNA binding [GO:0003723]","RNA binding [GO:0003723]","GO:0003723; GO:0005737","",""
"75",131,352,426,464,217,208,1304,1404,1713,828,1719,1550,2153,1601,1529,425,915,1175,"g10192","Q24180",2.23e-17,"DEAF1_DROME","reviewed","Deformed epidermal autoregulatory factor 1 (Protein DEAF-1)","Deaf1 CG8567","Drosophila melanogaster (Fruit fly)",576,"embryo development ending in birth or egg hatching [GO:0009792]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of immune response [GO:0050776]; regulation of transcription by RNA polymerase II [GO:0006357]","nucleus [GO:0005634]; polytene chromosome [GO:0005700]","nucleus [GO:0005634]; polytene chromosome [GO:0005700]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]; sequence-specific DNA binding [GO:0043565]; embryo development ending in birth or egg hatching [GO:0009792]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of immune response [GO:0050776]; regulation of transcription by RNA polymerase II [GO:0006357]","DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]; sequence-specific DNA binding [GO:0043565]","GO:0003700; GO:0005634; GO:0005700; GO:0006357; GO:0009792; GO:0043565; GO:0045893; GO:0046872; GO:0050776","K23041;","dme:Dmel_CG8567;"
"76",117,57,20,173,212,17,74,27,25,98,131,0,127,27,16,105,188,9,"g11437","Q6YI48",7.27e-06,"PTPRU_CHICK","reviewed","Receptor-type tyrosine-protein phosphatase U (R-PTP-U) (EC 3.1.3.48) (Receptor-type protein-tyrosine phosphatase psi) (R-PTP-psi) (cRPTPPSI)","PTPRU RPTPPSI","Gallus gallus (Chicken)",1434,"cell adhesion [GO:0007155]; cell differentiation [GO:0030154]","cell junction [GO:0030054]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","cell junction [GO:0030054]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; protein tyrosine phosphatase activity [GO:0004725]; cell adhesion [GO:0007155]; cell differentiation [GO:0030154]","protein tyrosine phosphatase activity [GO:0004725]","GO:0004725; GO:0005886; GO:0007155; GO:0016021; GO:0030054; GO:0030154","K16662;","gga:395153;"
"77",73,241,192,63,62,179,32,239,213,29,113,258,51,224,150,11,31,128,"g11632","P43690",0,"DRG1_XENLA","reviewed","Developmentally-regulated GTP-binding protein 1 (DRG-1) (xDRG) (Translation factor GTPase DRG1) (TRAFAC GTPase DRG1) (EC 3.6.5.-)","drg1 drg","Xenopus laevis (African clawed frog)",367,"microtubule bundle formation [GO:0001578]; positive regulation of microtubule polymerization [GO:0031116]","cytoplasm [GO:0005737]; nucleus [GO:0005634]","cytoplasm [GO:0005737]; nucleus [GO:0005634]; GTP binding [GO:0005525]; hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; microtubule binding [GO:0008017]; microtubule bundle formation [GO:0001578]; positive regulation of microtubule polymerization [GO:0031116]","GTP binding [GO:0005525]; hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; microtubule binding [GO:0008017]","GO:0001578; GO:0005525; GO:0005634; GO:0005737; GO:0008017; GO:0016787; GO:0031116; GO:0046872","","xla:399253;"
"78",321,127,78,597,219,78,209,253,153,333,332,165,408,139,58,171,316,139,"g12347","Q9Y2I7",3.06e-114,"FYV1_HUMAN","reviewed","1-phosphatidylinositol 3-phosphate 5-kinase (Phosphatidylinositol 3-phosphate 5-kinase) (EC 2.7.1.150) (FYVE finger-containing phosphoinositide kinase) (PIKfyve) (Phosphatidylinositol 3-phosphate 5-kinase type III) (PIPkin-III) (Type III PIP kinase)","PIKFYVE KIAA0981 PIP5K3","Homo sapiens (Human)",2098,"intracellular signal transduction [GO:0035556]; myelin assembly [GO:0032288]; phosphatidylinositol 5-phosphate metabolic process [GO:1904562]; phosphatidylinositol biosynthetic process [GO:0006661]; protein localization to nucleus [GO:0034504]; regulation of autophagosome assembly [GO:2000785]; retrograde transport, endosome to Golgi [GO:0042147]","cell-cell junction [GO:0005911]; cytosol [GO:0005829]; early endosome membrane [GO:0031901]; endosome membrane [GO:0010008]; Golgi membrane [GO:0000139]; intracellular membrane-bounded organelle [GO:0043231]; late endosome membrane [GO:0031902]; membrane raft [GO:0045121]; perinuclear region of cytoplasm [GO:0048471]; vesicle membrane [GO:0012506]","cell-cell junction [GO:0005911]; cytosol [GO:0005829]; early endosome membrane [GO:0031901]; endosome membrane [GO:0010008]; Golgi membrane [GO:0000139]; intracellular membrane-bounded organelle [GO:0043231]; late endosome membrane [GO:0031902]; membrane raft [GO:0045121]; perinuclear region of cytoplasm [GO:0048471]; vesicle membrane [GO:0012506]; 1-phosphatidylinositol-3-phosphate 5-kinase activity [GO:0000285]; 1-phosphatidylinositol-4-phosphate 5-kinase activity [GO:0016308]; ATP binding [GO:0005524]; phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity [GO:0043813]; zinc ion binding [GO:0008270]; intracellular signal transduction [GO:0035556]; myelin assembly [GO:0032288]; phosphatidylinositol 5-phosphate metabolic process [GO:1904562]; phosphatidylinositol biosynthetic process [GO:0006661]; protein localization to nucleus [GO:0034504]; regulation of autophagosome assembly [GO:2000785]; retrograde transport, endosome to Golgi [GO:0042147]","1-phosphatidylinositol-3-phosphate 5-kinase activity [GO:0000285]; 1-phosphatidylinositol-4-phosphate 5-kinase activity [GO:0016308]; ATP binding [GO:0005524]; phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity [GO:0043813]; zinc ion binding [GO:0008270]","GO:0000139; GO:0000285; GO:0005524; GO:0005829; GO:0005911; GO:0006661; GO:0008270; GO:0010008; GO:0012506; GO:0016308; GO:0031901; GO:0031902; GO:0032288; GO:0034504; GO:0035556; GO:0042147; GO:0043231; GO:0043813; GO:0045121; GO:0048471; GO:1904562; GO:2000785","K00921;","hsa:200576;"
"79",167,99,144,525,257,167,122,129,55,223,266,136,152,66,89,234,242,72,"g12349","Q8C0Y0",0,"PP4R4_MOUSE","reviewed","Serine/threonine-protein phosphatase 4 regulatory subunit 4","Ppp4r4 Kiaa1622 Pp4r4","Mus musculus (Mouse)",875,"blastocyst hatching [GO:0001835]; negative regulation of phosphoprotein phosphatase activity [GO:0032515]; regulation of protein serine/threonine phosphatase activity [GO:0080163]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; protein serine/threonine phosphatase complex [GO:0008287]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; protein serine/threonine phosphatase complex [GO:0008287]; protein phosphatase regulator activity [GO:0019888]; blastocyst hatching [GO:0001835]; negative regulation of phosphoprotein phosphatase activity [GO:0032515]; regulation of protein serine/threonine phosphatase activity [GO:0080163]","protein phosphatase regulator activity [GO:0019888]","GO:0001835; GO:0005737; GO:0005829; GO:0008287; GO:0019888; GO:0032515; GO:0080163","K15426;","mmu:74521;"
"80",70,30,23,370,121,36,56,61,13,260,197,49,105,24,14,138,223,41,"g12350","Q8UVC3",0,"INVS_CHICK","reviewed","Inversin","INVS","Gallus gallus (Chicken)",1106,"multicellular organism development [GO:0007275]; Wnt signaling pathway [GO:0016055]","cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]","cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; calmodulin binding [GO:0005516]; multicellular organism development [GO:0007275]; Wnt signaling pathway [GO:0016055]","calmodulin binding [GO:0005516]","GO:0005516; GO:0005737; GO:0005856; GO:0007275; GO:0016055","K19626;","gga:395234;"
"81",82,10,4,10,68,9,75,16,4,14,106,8,73,5,0,17,99,7,"g12681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",38,122,112,39,8,63,8,215,114,28,16,103,4,148,173,10,12,124,"g12748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",94,139,203,177,88,135,121,253,325,149,228,177,234,177,237,123,185,212,"g13104","Q08D62",7.39e-53,"MAEL_XENTR","reviewed","Protein maelstrom homolog","mael","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)",415,"cell differentiation [GO:0030154]; DNA methylation involved in gamete generation [GO:0043046]; gene silencing by RNA [GO:0031047]; male meiotic nuclear division [GO:0007140]; multicellular organism development [GO:0007275]; negative regulation of transcription, DNA-templated [GO:0045892]; piRNA metabolic process [GO:0034587]; regulation of gene silencing by miRNA [GO:0060964]; spermatogenesis [GO:0007283]","cytoplasm [GO:0005737]; nucleus [GO:0005634]; P granule [GO:0043186]; piP-body [GO:0071547]","cytoplasm [GO:0005737]; nucleus [GO:0005634]; P granule [GO:0043186]; piP-body [GO:0071547]; sequence-specific DNA binding [GO:0043565]; cell differentiation [GO:0030154]; DNA methylation involved in gamete generation [GO:0043046]; gene silencing by RNA [GO:0031047]; male meiotic nuclear division [GO:0007140]; multicellular organism development [GO:0007275]; negative regulation of transcription, DNA-templated [GO:0045892]; piRNA metabolic process [GO:0034587]; regulation of gene silencing by miRNA [GO:0060964]; spermatogenesis [GO:0007283]","sequence-specific DNA binding [GO:0043565]","GO:0005634; GO:0005737; GO:0007140; GO:0007275; GO:0007283; GO:0030154; GO:0031047; GO:0034587; GO:0043046; GO:0043186; GO:0043565; GO:0045892; GO:0060964; GO:0071547","K18411;","xtr:780102;"
"84",3,11,33,10,6,12,162,43,34,33,27,23,135,25,21,9,16,45,"g14108","Q9FMP5",5.13e-06,"CDPKH_ARATH","reviewed","Calcium-dependent protein kinase 17 (EC 2.7.11.1)","CPK17 At5g12180 MXC9.14","Arabidopsis thaliana (Mouse-ear cress)",528,"intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]; protein autophosphorylation [GO:0046777]; regulation of pollen tube growth [GO:0080092]","cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]","cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; calcium-dependent protein serine/threonine kinase activity [GO:0009931]; calmodulin binding [GO:0005516]; protein serine/threonine kinase activity [GO:0004674]; intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]; protein autophosphorylation [GO:0046777]; regulation of pollen tube growth [GO:0080092]","ATP binding [GO:0005524]; calcium-dependent protein serine/threonine kinase activity [GO:0009931]; calcium ion binding [GO:0005509]; calmodulin binding [GO:0005516]; protein serine/threonine kinase activity [GO:0004674]","GO:0004674; GO:0005509; GO:0005516; GO:0005524; GO:0005634; GO:0005737; GO:0005886; GO:0009931; GO:0018105; GO:0035556; GO:0046777; GO:0080092","K13412;","ath:AT5G12180;"
